municipio_x,nome_mesorregiao,magreza_acentuada_pct,obesidade_pct,ano,nome_uf,codigo_municipio_seis_digitos
BRASILIA,Distrito Federal,1.65,3.59,2021,Distrito Federal,530010
ABADIA DE GOIAS,Centro Goiano,2.45,1.63,2021,Goiás,520005
ABADIANIA,Leste Goiano,3.74,12.3,2021,Goiás,520010
ACREUNA,Sul Goiano,2.69,8.07,2021,Goiás,520013
ADELANDIA,Centro Goiano,2.13,10.64,2021,Goiás,520015
AGUA FRIA DE GOIAS,Leste Goiano,10.4,8.67,2021,Goiás,520017
AGUA LIMPA,Sul Goiano,2.63,7.89,2021,Goiás,520020
AGUAS LINDAS DE GOIAS,Leste Goiano,2.11,4.44,2021,Goiás,520025
ALEXANIA,Leste Goiano,1.5,4.13,2021,Goiás,520030
ALOANDIA,Sul Goiano,18.52,3.7,2021,Goiás,520050
ALTO HORIZONTE,Norte Goiano,4.07,3.49,2021,Goiás,520055
ALTO PARAISO DE GOIAS,Norte Goiano,7.53,2.09,2021,Goiás,520060
ALVORADA DO NORTE,Leste Goiano,5.83,5.83,2021,Goiás,520080
AMARALINA,Norte Goiano,3.39,5.08,2021,Goiás,520082
AMERICANO DO BRASIL,Centro Goiano,0.0,4.76,2021,Goiás,520085
AMORINOPOLIS,Centro Goiano,2.94,10.78,2021,Goiás,520090
ANAPOLIS,Centro Goiano,4.43,9.58,2021,Goiás,520110
ANHANGUERA,Sul Goiano,2.7,8.11,2021,Goiás,520120
ANICUNS,Centro Goiano,2.16,7.3,2021,Goiás,520130
APARECIDA DE GOIANIA,Centro Goiano,5.28,8.96,2021,Goiás,520140
APARECIDA DO RIO DOCE,Sul Goiano,2.7,6.31,2021,Goiás,520145
APORE,Sul Goiano,5.16,1.94,2021,Goiás,520150
ARACU,Centro Goiano,0.0,8.0,2021,Goiás,520160
ARAGARCAS,Noroeste Goiano,3.52,5.08,2021,Goiás,520170
ARAGOIANIA,Centro Goiano,4.04,12.46,2021,Goiás,520180
ARAGUAPAZ,Noroeste Goiano,3.23,7.53,2021,Goiás,520215
ARENOPOLIS,Noroeste Goiano,4.08,13.27,2021,Goiás,520235
ARUANA,Noroeste Goiano,0.0,0.0,2021,Goiás,520250
AURILANDIA,Centro Goiano,5.41,0.0,2021,Goiás,520260
AVELINOPOLIS,Centro Goiano,2.13,8.51,2021,Goiás,520280
BALIZA,Noroeste Goiano,7.94,26.98,2021,Goiás,520310
BARRO ALTO,Centro Goiano,4.12,5.29,2021,Goiás,520320
BELA VISTA DE GOIAS,Centro Goiano,6.36,15.68,2021,Goiás,520330
BOM JARDIM DE GOIAS,Noroeste Goiano,4.67,10.67,2021,Goiás,520340
BOM JESUS DE GOIAS,Sul Goiano,4.08,4.08,2021,Goiás,520350
BONFINOPOLIS,Centro Goiano,4.19,4.19,2021,Goiás,520355
BONOPOLIS,Norte Goiano,1.01,5.05,2021,Goiás,520357
BRAZABRANTES,Centro Goiano,10.91,1.21,2021,Goiás,520360
BRITANIA,Noroeste Goiano,7.29,4.17,2021,Goiás,520380
BURITI ALEGRE,Sul Goiano,4.72,7.55,2021,Goiás,520390
BURITI DE GOIAS,Centro Goiano,0.0,3.51,2021,Goiás,520393
BURITINOPOLIS,Leste Goiano,1.12,6.74,2021,Goiás,520396
CABECEIRAS,Leste Goiano,5.61,6.93,2021,Goiás,520400
CACHOEIRA ALTA,Sul Goiano,1.59,2.92,2021,Goiás,520410
CACHOEIRA DE GOIAS,Centro Goiano,2.63,10.53,2021,Goiás,520420
CACHOEIRA DOURADA,Sul Goiano,4.62,6.15,2021,Goiás,520425
CACU,Sul Goiano,1.77,1.33,2021,Goiás,520430
CAIAPONIA,Sul Goiano,2.14,0.85,2021,Goiás,520440
CALDAS NOVAS,Sul Goiano,1.29,3.86,2021,Goiás,520450
CALDAZINHA,Centro Goiano,0.87,5.22,2021,Goiás,520455
CAMPESTRE DE GOIAS,Sul Goiano,3.36,8.4,2021,Goiás,520460
CAMPINACU,Norte Goiano,3.06,10.2,2021,Goiás,520465
CAMPINORTE,Norte Goiano,1.85,8.15,2021,Goiás,520470
CAMPO ALEGRE DE GOIAS,Sul Goiano,0.0,6.34,2021,Goiás,520480
CAMPO LIMPO DE GOIAS,Centro Goiano,1.49,0.75,2021,Goiás,520485
CAMPOS BELOS,Norte Goiano,3.64,12.87,2021,Goiás,520490
CAMPOS VERDES,Norte Goiano,0.0,5.66,2021,Goiás,520495
CARMO DO RIO VERDE,Centro Goiano,8.06,12.9,2021,Goiás,520500
CASTELANDIA,Sul Goiano,0.0,6.82,2021,Goiás,520505
CATALAO,Sul Goiano,0.9,2.7,2021,Goiás,520510
CATURAI,Centro Goiano,5.56,8.89,2021,Goiás,520520
CAVALCANTE,Norte Goiano,0.51,3.54,2021,Goiás,520530
CERES,Centro Goiano,5.05,7.34,2021,Goiás,520540
CEZARINA,Sul Goiano,0.0,6.59,2021,Goiás,520545
CHAPADAO DO CEU,Sul Goiano,0.77,3.83,2021,Goiás,520547
CIDADE OCIDENTAL,Leste Goiano,2.28,5.11,2021,Goiás,520549
COCALZINHO DE GOIAS,Leste Goiano,3.65,4.79,2021,Goiás,520551
COLINAS DO SUL,Norte Goiano,6.49,9.09,2021,Goiás,520552
CORREGO DO OURO,Centro Goiano,6.78,5.08,2021,Goiás,520570
CORUMBA DE GOIAS,Leste Goiano,1.92,2.88,2021,Goiás,520580
CORUMBAIBA,Sul Goiano,1.15,14.12,2021,Goiás,520590
CRISTALINA,Leste Goiano,2.95,8.05,2021,Goiás,520620
CRISTIANOPOLIS,Sul Goiano,5.26,15.79,2021,Goiás,520630
CRIXAS,Noroeste Goiano,3.83,10.53,2021,Goiás,520640
CROMINIA,Sul Goiano,1.72,29.31,2021,Goiás,520650
CUMARI,Sul Goiano,0.0,0.0,2021,Goiás,520660
DAMIANOPOLIS,Leste Goiano,3.08,4.62,2021,Goiás,520670
DAMOLANDIA,Centro Goiano,1.75,14.04,2021,Goiás,520680
DAVINOPOLIS,Sul Goiano,0.0,3.03,2021,Goiás,520690
DIORAMA,Noroeste Goiano,1.41,2.82,2021,Goiás,520710
DIVINOPOLIS DE GOIAS,Leste Goiano,9.02,10.66,2021,Goiás,520830
DOVERLANDIA,Sul Goiano,7.32,4.88,2021,Goiás,520725
EDEALINA,Sul Goiano,1.78,4.73,2021,Goiás,520735
EDEIA,Sul Goiano,0.78,10.08,2021,Goiás,520740
ESTRELA DO NORTE,Norte Goiano,5.45,5.45,2021,Goiás,520750
FAINA,Noroeste Goiano,2.56,25.64,2021,Goiás,520753
FAZENDA NOVA,Centro Goiano,5.26,0.0,2021,Goiás,520760
FIRMINOPOLIS,Centro Goiano,1.35,2.69,2021,Goiás,520780
FLORES DE GOIAS,Leste Goiano,6.34,9.22,2021,Goiás,520790
FORMOSA,Leste Goiano,4.31,3.52,2021,Goiás,520800
FORMOSO,Norte Goiano,4.44,8.89,2021,Goiás,520810
GAMELEIRA DE GOIAS,Sul Goiano,2.91,6.8,2021,Goiás,520815
GOIANAPOLIS,Centro Goiano,3.88,7.76,2021,Goiás,520840
GOIANDIRA,Sul Goiano,3.77,20.75,2021,Goiás,520850
GOIANESIA,Centro Goiano,2.86,7.31,2021,Goiás,520860
GOIANIA,Centro Goiano,2.41,6.27,2021,Goiás,520870
GOIANIRA,Centro Goiano,1.73,4.59,2021,Goiás,520880
GOIAS,Noroeste Goiano,7.37,13.36,2021,Goiás,520890
GOIATUBA,Sul Goiano,4.55,6.93,2021,Goiás,520910
GOUVELANDIA,Sul Goiano,5.45,12.73,2021,Goiás,520915
GUAPO,Centro Goiano,2.68,7.77,2021,Goiás,520920
GUARAITA,Centro Goiano,6.35,4.76,2021,Goiás,520929
GUARANI DE GOIAS,Leste Goiano,3.72,8.51,2021,Goiás,520940
GUARINOS,Centro Goiano,0.0,11.9,2021,Goiás,520945
HEITORAI,Centro Goiano,13.49,15.87,2021,Goiás,520960
HIDROLANDIA,Centro Goiano,0.97,5.44,2021,Goiás,520970
HIDROLINA,Centro Goiano,3.77,13.21,2021,Goiás,520980
IACIARA,Leste Goiano,4.12,13.53,2021,Goiás,520990
INACIOLANDIA,Sul Goiano,3.28,8.2,2021,Goiás,520993
INDIARA,Sul Goiano,4.74,9.48,2021,Goiás,520995
INHUMAS,Centro Goiano,2.97,5.45,2021,Goiás,521000
IPAMERI,Sul Goiano,3.15,7.45,2021,Goiás,521010
IPIRANGA DE GOIAS,Centro Goiano,5.0,10.0,2021,Goiás,521015
IPORA,Centro Goiano,1.62,4.86,2021,Goiás,521020
ISRAELANDIA,Centro Goiano,3.7,14.81,2021,Goiás,521030
ITABERAI,Centro Goiano,2.7,8.78,2021,Goiás,521040
ITAGUARI,Centro Goiano,1.28,6.41,2021,Goiás,521056
ITAGUARU,Centro Goiano,1.39,11.11,2021,Goiás,521060
ITAJA,Sul Goiano,0.64,8.33,2021,Goiás,521080
ITAPACI,Centro Goiano,6.1,11.27,2021,Goiás,521090
ITAPIRAPUA,Noroeste Goiano,0.0,10.77,2021,Goiás,521100
ITAPURANGA,Centro Goiano,4.38,17.5,2021,Goiás,521120
ITARUMA,Sul Goiano,2.17,9.78,2021,Goiás,521130
ITAUCU,Centro Goiano,2.31,7.31,2021,Goiás,521140
ITUMBIARA,Sul Goiano,6.38,9.79,2021,Goiás,521150
IVOLANDIA,Centro Goiano,0.0,6.67,2021,Goiás,521160
JANDAIA,Sul Goiano,2.84,7.39,2021,Goiás,521170
JARAGUA,Centro Goiano,5.03,9.38,2021,Goiás,521180
JATAI,Sul Goiano,1.84,2.51,2021,Goiás,521190
JAUPACI,Centro Goiano,0.0,2.5,2021,Goiás,521200
JESUPOLIS,Centro Goiano,4.55,12.5,2021,Goiás,521205
JOVIANIA,Sul Goiano,1.92,2.88,2021,Goiás,521210
JUSSARA,Noroeste Goiano,8.74,9.29,2021,Goiás,521220
LAGOA SANTA,Sul Goiano,5.56,16.67,2021,Goiás,521225
LEOPOLDO DE BULHOES,Centro Goiano,5.88,11.76,2021,Goiás,521230
LUZIANIA,Leste Goiano,2.39,2.91,2021,Goiás,521250
MAIRIPOTABA,Sul Goiano,14.29,20.0,2021,Goiás,521260
MAMBAI,Leste Goiano,21.6,1.54,2021,Goiás,521270
MARA ROSA,Norte Goiano,1.77,5.31,2021,Goiás,521280
MARZAGAO,Sul Goiano,0.0,12.0,2021,Goiás,521290
MATRINCHA,Noroeste Goiano,3.61,7.23,2021,Goiás,521295
MAURILANDIA,Sul Goiano,5.71,14.29,2021,Goiás,521300
MIMOSO DE GOIAS,Leste Goiano,4.76,21.43,2021,Goiás,521305
MINACU,Norte Goiano,5.22,12.53,2021,Goiás,521308
MINEIROS,Sul Goiano,2.01,3.9,2021,Goiás,521310
MOIPORA,Centro Goiano,4.55,13.64,2021,Goiás,521340
MONTE ALEGRE DE GOIAS,Norte Goiano,10.34,9.85,2021,Goiás,521350
MONTES CLAROS DE GOIAS,Noroeste Goiano,3.33,6.67,2021,Goiás,521370
MONTIVIDIU,Sul Goiano,3.94,6.9,2021,Goiás,521375
MONTIVIDIU DO NORTE,Norte Goiano,5.66,9.43,2021,Goiás,521377
MORRINHOS,Sul Goiano,5.85,15.04,2021,Goiás,521380
MORRO AGUDO DE GOIAS,Centro Goiano,7.41,5.56,2021,Goiás,521385
MOSSAMEDES,Centro Goiano,1.02,0.0,2021,Goiás,521390
MOZARLANDIA,Noroeste Goiano,5.82,11.38,2021,Goiás,521400
MUNDO NOVO,Noroeste Goiano,0.0,4.8,2021,Goiás,521405
MUTUNOPOLIS,Norte Goiano,4.35,8.7,2021,Goiás,521410
NAZARIO,Centro Goiano,3.77,33.96,2021,Goiás,521440
NEROPOLIS,Centro Goiano,3.57,7.14,2021,Goiás,521450
NIQUELANDIA,Norte Goiano,2.04,9.18,2021,Goiás,521460
NOVA AMERICA,Centro Goiano,5.36,8.93,2021,Goiás,521470
NOVA AURORA,Sul Goiano,0.0,1.39,2021,Goiás,521480
NOVA CRIXAS,Noroeste Goiano,8.12,10.26,2021,Goiás,521483
NOVA GLORIA,Centro Goiano,5.52,12.41,2021,Goiás,521486
NOVA IGUACU DE GOIAS,Norte Goiano,4.0,6.0,2021,Goiás,521487
NOVA ROMA,Norte Goiano,5.97,8.46,2021,Goiás,521490
NOVA VENEZA,Centro Goiano,8.23,8.23,2021,Goiás,521500
NOVO BRASIL,Centro Goiano,2.13,6.38,2021,Goiás,521520
NOVO GAMA,Leste Goiano,5.29,5.98,2021,Goiás,521523
NOVO PLANALTO,Noroeste Goiano,6.38,14.89,2021,Goiás,521525
ORIZONA,Sul Goiano,6.82,16.67,2021,Goiás,521530
OURO VERDE DE GOIAS,Centro Goiano,1.64,1.64,2021,Goiás,521540
OUVIDOR,Sul Goiano,8.6,19.35,2021,Goiás,521550
PADRE BERNARDO,Leste Goiano,0.94,8.96,2021,Goiás,521560
PALESTINA DE GOIAS,Sul Goiano,1.08,3.23,2021,Goiás,521565
PALMEIRAS DE GOIAS,Sul Goiano,6.54,5.61,2021,Goiás,521570
PALMELO,Sul Goiano,0.0,0.0,2021,Goiás,521580
PALMINOPOLIS,Sul Goiano,1.32,9.21,2021,Goiás,521590
PANAMA,Sul Goiano,3.03,18.18,2021,Goiás,521600
PARANAIGUARA,Sul Goiano,0.0,25.0,2021,Goiás,521630
PARAUNA,Sul Goiano,3.59,5.23,2021,Goiás,521640
PEROLANDIA,Sul Goiano,3.13,3.13,2021,Goiás,521645
PETROLINA DE GOIAS,Centro Goiano,2.73,15.45,2021,Goiás,521680
PILAR DE GOIAS,Centro Goiano,6.56,6.56,2021,Goiás,521690
PIRACANJUBA,Sul Goiano,2.73,8.74,2021,Goiás,521710
PIRANHAS,Noroeste Goiano,4.44,6.67,2021,Goiás,521720
PIRENOPOLIS,Leste Goiano,3.34,10.86,2021,Goiás,521730
PIRES DO RIO,Sul Goiano,5.03,12.06,2021,Goiás,521740
PLANALTINA,Leste Goiano,5.58,7.35,2021,Goiás,521760
PONTALINA,Sul Goiano,1.55,5.76,2021,Goiás,521770
PORANGATU,Norte Goiano,4.85,7.93,2021,Goiás,521800
PORTEIRAO,Sul Goiano,1.59,11.11,2021,Goiás,521805
PORTELANDIA,Sul Goiano,4.04,8.08,2021,Goiás,521810
POSSE,Leste Goiano,4.64,8.27,2021,Goiás,521830
PROFESSOR JAMIL,Sul Goiano,2.19,12.41,2021,Goiás,521839
QUIRINOPOLIS,Sul Goiano,2.11,17.44,2021,Goiás,521850
RIALMA,Centro Goiano,5.29,16.4,2021,Goiás,521860
RIANAPOLIS,Centro Goiano,5.23,4.65,2021,Goiás,521870
RIO QUENTE,Sul Goiano,0.0,1.27,2021,Goiás,521878
RIO VERDE,Sul Goiano,1.78,5.21,2021,Goiás,521880
RUBIATABA,Centro Goiano,0.77,1.54,2021,Goiás,521890
SANCLERLANDIA,Centro Goiano,1.52,3.54,2021,Goiás,521900
SANTA BARBARA DE GOIAS,Centro Goiano,3.9,5.32,2021,Goiás,521910
SANTA CRUZ DE GOIAS,Sul Goiano,0.0,10.0,2021,Goiás,521920
SANTA FE DE GOIAS,Noroeste Goiano,13.04,26.09,2021,Goiás,521925
SANTA HELENA DE GOIAS,Sul Goiano,2.81,8.03,2021,Goiás,521930
SANTA ISABEL,Centro Goiano,0.93,3.7,2021,Goiás,521935
SANTA RITA DO ARAGUAIA,Sul Goiano,4.17,10.0,2021,Goiás,521940
SANTA RITA DO NOVO DESTINO,Centro Goiano,1.72,22.41,2021,Goiás,521945
SANTA ROSA DE GOIAS,Centro Goiano,7.55,7.55,2021,Goiás,521950
SANTA TEREZA DE GOIAS,Norte Goiano,2.41,10.84,2021,Goiás,521960
SANTA TEREZINHA DE GOIAS,Norte Goiano,4.76,17.14,2021,Goiás,521970
SANTO ANTONIO DA BARRA,Sul Goiano,3.89,6.11,2021,Goiás,521971
SANTO ANTONIO DE GOIAS,Centro Goiano,7.75,7.75,2021,Goiás,521973
SANTO ANTONIO DO DESCOBERTO,Leste Goiano,2.54,3.32,2021,Goiás,521975
SAO DOMINGOS,Leste Goiano,3.1,7.75,2021,Goiás,521980
SAO FRANCISCO DE GOIAS,Centro Goiano,5.96,4.13,2021,Goiás,521990
SAO JOAO D'ALIANCA,Norte Goiano,1.36,4.07,2021,Goiás,522000
SAO JOAO DA PARAUNA,Sul Goiano,5.62,8.99,2021,Goiás,522005
SAO LUIS DE MONTES BELOS,Centro Goiano,2.85,6.22,2021,Goiás,522010
SAO LUIZ DO NORTE,Centro Goiano,5.26,5.26,2021,Goiás,522015
SAO MIGUEL DO ARAGUAIA,Noroeste Goiano,5.02,20.46,2021,Goiás,522020
SAO MIGUEL DO PASSA QUATRO,Sul Goiano,3.13,9.38,2021,Goiás,522026
SAO PATRICIO,Centro Goiano,6.78,8.47,2021,Goiás,522028
SAO SIMAO,Sul Goiano,4.65,4.65,2021,Goiás,522040
SENADOR CANEDO,Centro Goiano,3.58,5.61,2021,Goiás,522045
SERRANOPOLIS,Sul Goiano,1.94,4.85,2021,Goiás,522050
SILVANIA,Sul Goiano,3.98,14.22,2021,Goiás,522060
SIMOLANDIA,Leste Goiano,3.37,21.35,2021,Goiás,522068
SITIO D'ABADIA,Leste Goiano,5.32,5.32,2021,Goiás,522070
TAQUARAL DE GOIAS,Centro Goiano,0.0,4.76,2021,Goiás,522100
TERESINA DE GOIAS,Norte Goiano,4.58,6.54,2021,Goiás,522108
TEREZOPOLIS DE GOIAS,Centro Goiano,2.63,3.29,2021,Goiás,522119
TRES RANCHOS,Sul Goiano,0.0,3.57,2021,Goiás,522130
TRINDADE,Centro Goiano,2.71,8.12,2021,Goiás,522140
TROMBAS,Norte Goiano,1.72,11.21,2021,Goiás,522145
TURVANIA,Centro Goiano,5.04,3.6,2021,Goiás,522150
TURVELANDIA,Sul Goiano,2.86,6.67,2021,Goiás,522155
UIRAPURU,Noroeste Goiano,11.36,11.36,2021,Goiás,522157
URUACU,Norte Goiano,2.0,4.14,2021,Goiás,522160
URUANA,Centro Goiano,2.54,10.74,2021,Goiás,522170
URUTAI,Sul Goiano,3.33,10.0,2021,Goiás,522180
VALPARAISO DE GOIAS,Leste Goiano,2.37,4.97,2021,Goiás,522185
VARJAO,Sul Goiano,0.0,6.12,2021,Goiás,522190
VIANOPOLIS,Sul Goiano,5.74,3.83,2021,Goiás,522200
VICENTINOPOLIS,Sul Goiano,0.0,0.0,2021,Goiás,522205
VILA BOA,Leste Goiano,5.88,5.88,2021,Goiás,522220
VILA PROPICIO,Leste Goiano,0.0,21.21,2021,Goiás,522230
AGUA CLARA,Leste de Mato Grosso do Sul,1.13,4.23,2021,Mato Grosso do Sul,500020
ALCINOPOLIS,Centro Norte de Mato Grosso do Sul,0.0,4.65,2021,Mato Grosso do Sul,500025
AMAMBAI,Sudoeste de Mato Grosso do Sul,1.94,7.4,2021,Mato Grosso do Sul,500060
ANASTACIO,Pantanais Sul Mato-grossense,5.64,4.4,2021,Mato Grosso do Sul,500070
ANAURILANDIA,Leste de Mato Grosso do Sul,1.49,8.96,2021,Mato Grosso do Sul,500080
ANGELICA,Sudoeste de Mato Grosso do Sul,1.22,6.5,2021,Mato Grosso do Sul,500085
ANTONIO JOAO,Sudoeste de Mato Grosso do Sul,1.36,4.98,2021,Mato Grosso do Sul,500090
APARECIDA DO TABOADO,Leste de Mato Grosso do Sul,4.69,8.98,2021,Mato Grosso do Sul,500100
AQUIDAUANA,Pantanais Sul Mato-grossense,2.18,9.35,2021,Mato Grosso do Sul,500110
ARAL MOREIRA,Sudoeste de Mato Grosso do Sul,2.63,5.05,2021,Mato Grosso do Sul,500124
BANDEIRANTES,Centro Norte de Mato Grosso do Sul,2.91,3.88,2021,Mato Grosso do Sul,500150
BATAGUASSU,Leste de Mato Grosso do Sul,2.89,13.0,2021,Mato Grosso do Sul,500190
BATAYPORA,Leste de Mato Grosso do Sul,0.75,6.72,2021,Mato Grosso do Sul,500200
BELA VISTA,Sudoeste de Mato Grosso do Sul,2.9,3.73,2021,Mato Grosso do Sul,500210
BODOQUENA,Sudoeste de Mato Grosso do Sul,3.77,6.13,2021,Mato Grosso do Sul,500215
BONITO,Sudoeste de Mato Grosso do Sul,1.06,5.05,2021,Mato Grosso do Sul,500220
BRASILANDIA,Leste de Mato Grosso do Sul,0.0,5.1,2021,Mato Grosso do Sul,500230
CAARAPO,Sudoeste de Mato Grosso do Sul,2.76,7.02,2021,Mato Grosso do Sul,500240
CAMAPUA,Centro Norte de Mato Grosso do Sul,4.58,6.11,2021,Mato Grosso do Sul,500260
CAMPO GRANDE,Centro Norte de Mato Grosso do Sul,1.15,4.46,2021,Mato Grosso do Sul,500270
CARACOL,Sudoeste de Mato Grosso do Sul,5.88,2.94,2021,Mato Grosso do Sul,500280
CASSILANDIA,Leste de Mato Grosso do Sul,8.89,17.78,2021,Mato Grosso do Sul,500290
CHAPADAO DO SUL,Leste de Mato Grosso do Sul,1.9,3.04,2021,Mato Grosso do Sul,500295
CORGUINHO,Centro Norte de Mato Grosso do Sul,16.67,16.67,2021,Mato Grosso do Sul,500310
CORONEL SAPUCAIA,Sudoeste de Mato Grosso do Sul,4.73,7.43,2021,Mato Grosso do Sul,500315
CORUMBA,Pantanais Sul Mato-grossense,4.81,5.88,2021,Mato Grosso do Sul,500320
COSTA RICA,Leste de Mato Grosso do Sul,6.31,10.27,2021,Mato Grosso do Sul,500325
COXIM,Centro Norte de Mato Grosso do Sul,4.72,5.03,2021,Mato Grosso do Sul,500330
DEODAPOLIS,Sudoeste de Mato Grosso do Sul,2.82,4.71,2021,Mato Grosso do Sul,500345
DOIS IRMAOS DO BURITI,Pantanais Sul Mato-grossense,5.15,2.94,2021,Mato Grosso do Sul,500348
DOURADINA,Sudoeste de Mato Grosso do Sul,0.94,6.6,2021,Mato Grosso do Sul,500350
DOURADOS,Sudoeste de Mato Grosso do Sul,1.38,3.77,2021,Mato Grosso do Sul,500370
ELDORADO,Sudoeste de Mato Grosso do Sul,6.97,14.43,2021,Mato Grosso do Sul,500375
FATIMA DO SUL,Sudoeste de Mato Grosso do Sul,0.99,7.59,2021,Mato Grosso do Sul,500380
FIGUEIRAO,Centro Norte de Mato Grosso do Sul,1.56,3.91,2021,Mato Grosso do Sul,500390
GLORIA DE DOURADOS,Sudoeste de Mato Grosso do Sul,1.55,3.1,2021,Mato Grosso do Sul,500400
GUIA LOPES DA LAGUNA,Sudoeste de Mato Grosso do Sul,2.67,8.56,2021,Mato Grosso do Sul,500410
IGUATEMI,Sudoeste de Mato Grosso do Sul,3.89,7.48,2021,Mato Grosso do Sul,500430
INOCENCIA,Leste de Mato Grosso do Sul,3.17,15.87,2021,Mato Grosso do Sul,500440
ITAPORA,Sudoeste de Mato Grosso do Sul,3.17,4.76,2021,Mato Grosso do Sul,500450
ITAQUIRAI,Sudoeste de Mato Grosso do Sul,6.78,14.41,2021,Mato Grosso do Sul,500460
IVINHEMA,Sudoeste de Mato Grosso do Sul,2.63,8.83,2021,Mato Grosso do Sul,500470
JAPORA,Sudoeste de Mato Grosso do Sul,4.94,5.19,2021,Mato Grosso do Sul,500480
JARAGUARI,Centro Norte de Mato Grosso do Sul,0.0,0.0,2021,Mato Grosso do Sul,500490
JARDIM,Sudoeste de Mato Grosso do Sul,5.84,7.91,2021,Mato Grosso do Sul,500500
JATEI,Sudoeste de Mato Grosso do Sul,0.0,2.0,2021,Mato Grosso do Sul,500510
JUTI,Sudoeste de Mato Grosso do Sul,1.37,5.48,2021,Mato Grosso do Sul,500515
LADARIO,Pantanais Sul Mato-grossense,4.96,7.44,2021,Mato Grosso do Sul,500520
LAGUNA CARAPA,Sudoeste de Mato Grosso do Sul,2.53,5.49,2021,Mato Grosso do Sul,500525
MARACAJU,Sudoeste de Mato Grosso do Sul,3.63,8.32,2021,Mato Grosso do Sul,500540
MIRANDA,Pantanais Sul Mato-grossense,4.4,10.57,2021,Mato Grosso do Sul,500560
MUNDO NOVO,Sudoeste de Mato Grosso do Sul,2.13,13.83,2021,Mato Grosso do Sul,500568
NAVIRAI,Sudoeste de Mato Grosso do Sul,2.92,10.87,2021,Mato Grosso do Sul,500570
NIOAQUE,Sudoeste de Mato Grosso do Sul,3.34,5.4,2021,Mato Grosso do Sul,500580
NOVA ALVORADA DO SUL,Sudoeste de Mato Grosso do Sul,4.84,5.38,2021,Mato Grosso do Sul,500600
NOVA ANDRADINA,Leste de Mato Grosso do Sul,1.64,4.58,2021,Mato Grosso do Sul,500620
NOVO HORIZONTE DO SUL,Sudoeste de Mato Grosso do Sul,5.0,8.33,2021,Mato Grosso do Sul,500625
PARAISO DAS AGUAS,Leste de Mato Grosso do Sul,0.0,2.33,2021,Mato Grosso do Sul,500627
PARANAIBA,Leste de Mato Grosso do Sul,2.19,7.3,2021,Mato Grosso do Sul,500630
PARANHOS,Sudoeste de Mato Grosso do Sul,3.0,2.76,2021,Mato Grosso do Sul,500635
PEDRO GOMES,Centro Norte de Mato Grosso do Sul,1.61,17.74,2021,Mato Grosso do Sul,500640
PONTA PORA,Sudoeste de Mato Grosso do Sul,3.57,11.98,2021,Mato Grosso do Sul,500660
PORTO MURTINHO,Pantanais Sul Mato-grossense,3.69,6.86,2021,Mato Grosso do Sul,500690
RIBAS DO RIO PARDO,Leste de Mato Grosso do Sul,0.77,5.38,2021,Mato Grosso do Sul,500710
RIO BRILHANTE,Sudoeste de Mato Grosso do Sul,4.04,9.26,2021,Mato Grosso do Sul,500720
RIO NEGRO,Centro Norte de Mato Grosso do Sul,2.8,6.54,2021,Mato Grosso do Sul,500730
RIO VERDE DE MATO GROSSO,Centro Norte de Mato Grosso do Sul,4.72,15.02,2021,Mato Grosso do Sul,500740
ROCHEDO,Centro Norte de Mato Grosso do Sul,4.44,10.0,2021,Mato Grosso do Sul,500750
SANTA RITA DO PARDO,Leste de Mato Grosso do Sul,8.0,2.0,2021,Mato Grosso do Sul,500755
SAO GABRIEL DO OESTE,Centro Norte de Mato Grosso do Sul,1.5,5.62,2021,Mato Grosso do Sul,500769
SELVIRIA,Leste de Mato Grosso do Sul,1.71,19.66,2021,Mato Grosso do Sul,500780
SETE QUEDAS,Sudoeste de Mato Grosso do Sul,3.15,7.43,2021,Mato Grosso do Sul,500770
SIDROLANDIA,Centro Norte de Mato Grosso do Sul,5.61,7.26,2021,Mato Grosso do Sul,500790
SONORA,Centro Norte de Mato Grosso do Sul,1.09,7.61,2021,Mato Grosso do Sul,500793
TACURU,Sudoeste de Mato Grosso do Sul,6.03,9.53,2021,Mato Grosso do Sul,500795
TAQUARUSSU,Leste de Mato Grosso do Sul,0.66,8.61,2021,Mato Grosso do Sul,500797
TERENOS,Centro Norte de Mato Grosso do Sul,7.31,7.31,2021,Mato Grosso do Sul,500800
TRES LAGOAS,Leste de Mato Grosso do Sul,1.79,5.86,2021,Mato Grosso do Sul,500830
VICENTINA,Sudoeste de Mato Grosso do Sul,1.39,0.0,2021,Mato Grosso do Sul,500840
ACORIZAL,Centro-Sul Mato-grossense,24.53,11.32,2021,Mato Grosso,510010
AGUA BOA,Nordeste Mato-grossense,2.5,6.94,2021,Mato Grosso,510020
ALTA FLORESTA,Norte Mato-grossense,3.85,7.7,2021,Mato Grosso,510025
ALTO ARAGUAIA,Sudeste Mato-grossense,4.65,9.3,2021,Mato Grosso,510030
ALTO BOA VISTA,Nordeste Mato-grossense,5.47,6.93,2021,Mato Grosso,510035
ALTO GARCAS,Sudeste Mato-grossense,12.75,6.94,2021,Mato Grosso,510040
ALTO PARAGUAI,Centro-Sul Mato-grossense,2.54,7.11,2021,Mato Grosso,510050
ALTO TAQUARI,Sudeste Mato-grossense,0.49,4.4,2021,Mato Grosso,510060
APIACAS,Norte Mato-grossense,6.15,8.72,2021,Mato Grosso,510080
