municipio_x,nome_mesorregiao,magreza_acentuada_pct,obesidade_pct,ano,nome_uf,codigo_municipio_seis_digitos
NAZARE,Ocidental do Tocantins,2.84,27.96,2021,Tocantins,171430
NOVA OLINDA,Ocidental do Tocantins,7.93,13.45,2021,Tocantins,171488
NOVA ROSALANDIA,Ocidental do Tocantins,4.27,6.71,2021,Tocantins,171500
NOVO ACORDO,Oriental do Tocantins,3.23,5.38,2021,Tocantins,171510
NOVO ALEGRE,Oriental do Tocantins,5.04,3.36,2021,Tocantins,171515
NOVO JARDIM,Oriental do Tocantins,7.14,5.95,2021,Tocantins,171525
OLIVEIRA DE FATIMA,Ocidental do Tocantins,0.0,3.96,2021,Tocantins,171550
PALMAS,Oriental do Tocantins,3.59,7.08,2021,Tocantins,172100
PALMEIRANTE,Ocidental do Tocantins,1.77,7.52,2021,Tocantins,171570
PALMEIRAS DO TOCANTINS,Ocidental do Tocantins,5.88,11.76,2021,Tocantins,171380
PALMEIROPOLIS,Ocidental do Tocantins,5.31,4.35,2021,Tocantins,171575
PARAISO DO TOCANTINS,Ocidental do Tocantins,2.27,4.69,2021,Tocantins,171610
PARANA,Oriental do Tocantins,5.95,6.31,2021,Tocantins,171620
PAU D'ARCO,Ocidental do Tocantins,3.15,7.66,2021,Tocantins,171630
PEDRO AFONSO,Oriental do Tocantins,1.5,8.77,2021,Tocantins,171650
PEIXE,Ocidental do Tocantins,6.33,6.08,2021,Tocantins,171660
PEQUIZEIRO,Ocidental do Tocantins,4.0,13.0,2021,Tocantins,171665
PINDORAMA DO TOCANTINS,Oriental do Tocantins,6.06,12.12,2021,Tocantins,171700
PIRAQUE,Ocidental do Tocantins,6.06,9.85,2021,Tocantins,171720
PIUM,Ocidental do Tocantins,0.83,4.55,2021,Tocantins,171750
PONTE ALTA DO BOM JESUS,Oriental do Tocantins,1.9,5.06,2021,Tocantins,171780
PONTE ALTA DO TOCANTINS,Oriental do Tocantins,2.26,5.08,2021,Tocantins,171790
PORTO ALEGRE DO TOCANTINS,Oriental do Tocantins,3.41,3.41,2021,Tocantins,171800
PORTO NACIONAL,Oriental do Tocantins,4.6,5.29,2021,Tocantins,171820
PRAIA NORTE,Ocidental do Tocantins,2.56,6.73,2021,Tocantins,171830
PRESIDENTE KENNEDY,Ocidental do Tocantins,4.72,7.87,2021,Tocantins,171840
PUGMIL,Ocidental do Tocantins,1.3,3.9,2021,Tocantins,171845
RECURSOLANDIA,Oriental do Tocantins,4.92,7.1,2021,Tocantins,171850
RIACHINHO,Ocidental do Tocantins,4.79,2.05,2021,Tocantins,171855
RIO DA CONCEICAO,Oriental do Tocantins,4.24,5.08,2021,Tocantins,171865
RIO DOS BOIS,Ocidental do Tocantins,2.12,3.7,2021,Tocantins,171870
RIO SONO,Oriental do Tocantins,10.65,5.33,2021,Tocantins,171875
SAMPAIO,Ocidental do Tocantins,2.15,10.15,2021,Tocantins,171880
SANDOLANDIA,Ocidental do Tocantins,4.35,11.59,2021,Tocantins,171884
SANTA FE DO ARAGUAIA,Ocidental do Tocantins,2.38,5.06,2021,Tocantins,171886
SANTA MARIA DO TOCANTINS,Oriental do Tocantins,8.33,10.42,2021,Tocantins,171888
SANTA RITA DO TOCANTINS,Ocidental do Tocantins,2.3,3.45,2021,Tocantins,171889
SANTA ROSA DO TOCANTINS,Oriental do Tocantins,22.22,5.56,2021,Tocantins,171890
SANTA TEREZA DO TOCANTINS,Oriental do Tocantins,2.57,5.47,2021,Tocantins,171900
SANTA TEREZINHA DO TOCANTINS,Ocidental do Tocantins,1.77,5.31,2021,Tocantins,172000
SAO BENTO DO TOCANTINS,Ocidental do Tocantins,2.77,8.7,2021,Tocantins,172010
SAO FELIX DO TOCANTINS,Oriental do Tocantins,4.46,11.61,2021,Tocantins,172015
SAO MIGUEL DO TOCANTINS,Ocidental do Tocantins,3.19,3.72,2021,Tocantins,172020
SAO SALVADOR DO TOCANTINS,Ocidental do Tocantins,2.33,8.53,2021,Tocantins,172025
SAO SEBASTIAO DO TOCANTINS,Ocidental do Tocantins,3.94,7.53,2021,Tocantins,172030
SAO VALERIO,Oriental do Tocantins,4.71,11.76,2021,Tocantins,172049
SILVANOPOLIS,Oriental do Tocantins,5.3,9.54,2021,Tocantins,172065
SITIO NOVO DO TOCANTINS,Ocidental do Tocantins,2.25,6.17,2021,Tocantins,172080
SUCUPIRA,Ocidental do Tocantins,3.77,2.83,2021,Tocantins,172085
TAGUATINGA,Oriental do Tocantins,7.04,5.24,2021,Tocantins,172090
TAIPAS DO TOCANTINS,Oriental do Tocantins,3.41,4.55,2021,Tocantins,172093
TALISMA,Ocidental do Tocantins,0.82,7.38,2021,Tocantins,172097
TOCANTINIA,Oriental do Tocantins,5.79,3.22,2021,Tocantins,172110
TOCANTINOPOLIS,Ocidental do Tocantins,4.18,8.27,2021,Tocantins,172120
TUPIRAMA,Ocidental do Tocantins,12.5,4.17,2021,Tocantins,172125
TUPIRATINS,Ocidental do Tocantins,0.0,0.0,2021,Tocantins,172130
WANDERLANDIA,Ocidental do Tocantins,6.04,6.94,2021,Tocantins,172208
XAMBIOA,Ocidental do Tocantins,1.67,5.0,2021,Tocantins,172210
AFONSO CLAUDIO,Central Espírito-santense,3.09,7.39,2021,Espírito Santo,320010
AGUA DOCE DO NORTE,Noroeste Espírito-santense,4.39,7.31,2021,Espírito Santo,320016
AGUIA BRANCA,Noroeste Espírito-santense,5.76,13.99,2021,Espírito Santo,320013
ALEGRE,Sul Espírito-santense,3.63,8.26,2021,Espírito Santo,320020
ALFREDO CHAVES,Central Espírito-santense,0.93,6.89,2021,Espírito Santo,320030
ALTO RIO NOVO,Noroeste Espírito-santense,12.0,24.0,2021,Espírito Santo,320035
ANCHIETA,Central Espírito-santense,2.71,4.82,2021,Espírito Santo,320040
APIACA,Sul Espírito-santense,4.09,14.62,2021,Espírito Santo,320050
ARACRUZ,Litoral Norte Espírito-santense,2.42,8.02,2021,Espírito Santo,320060
ATILIO VIVACQUA,Sul Espírito-santense,1.39,7.64,2021,Espírito Santo,320070
BAIXO GUANDU,Noroeste Espírito-santense,5.49,6.27,2021,Espírito Santo,320080
BARRA DE SAO FRANCISCO,Noroeste Espírito-santense,3.91,7.58,2021,Espírito Santo,320090
BOA ESPERANCA,Noroeste Espírito-santense,3.78,8.4,2021,Espírito Santo,320100
BOM JESUS DO NORTE,Sul Espírito-santense,6.78,9.32,2021,Espírito Santo,320110
BREJETUBA,Central Espírito-santense,3.39,5.87,2021,Espírito Santo,320115
CACHOEIRO DE ITAPEMIRIM,Sul Espírito-santense,3.3,9.68,2021,Espírito Santo,320120
CARIACICA,Central Espírito-santense,1.37,4.71,2021,Espírito Santo,320130
CASTELO,Sul Espírito-santense,2.7,4.05,2021,Espírito Santo,320140
COLATINA,Noroeste Espírito-santense,23.49,4.93,2021,Espírito Santo,320150
CONCEICAO DA BARRA,Litoral Norte Espírito-santense,3.32,4.51,2021,Espírito Santo,320160
CONCEICAO DO CASTELO,Central Espírito-santense,0.64,16.03,2021,Espírito Santo,320170
DIVINO DE SAO LOURENCO,Sul Espírito-santense,1.82,1.82,2021,Espírito Santo,320180
DOMINGOS MARTINS,Central Espírito-santense,0.74,2.21,2021,Espírito Santo,320190
DORES DO RIO PRETO,Sul Espírito-santense,2.7,2.7,2021,Espírito Santo,320200
ECOPORANGA,Noroeste Espírito-santense,2.84,5.67,2021,Espírito Santo,320210
FUNDAO,Litoral Norte Espírito-santense,4.0,5.71,2021,Espírito Santo,320220
GOVERNADOR LINDENBERG,Noroeste Espírito-santense,3.66,4.88,2021,Espírito Santo,320225
GUACUI,Sul Espírito-santense,2.06,4.26,2021,Espírito Santo,320230
GUARAPARI,Central Espírito-santense,2.58,7.8,2021,Espírito Santo,320240
IBATIBA,Sul Espírito-santense,1.06,8.1,2021,Espírito Santo,320245
IBIRACU,Litoral Norte Espírito-santense,2.32,5.41,2021,Espírito Santo,320250
IBITIRAMA,Sul Espírito-santense,1.9,8.7,2021,Espírito Santo,320255
ICONHA,Central Espírito-santense,2.68,5.36,2021,Espírito Santo,320260
IRUPI,Sul Espírito-santense,0.0,0.0,2021,Espírito Santo,320265
ITAGUACU,Central Espírito-santense,4.03,7.48,2021,Espírito Santo,320270
ITAPEMIRIM,Sul Espírito-santense,1.72,8.62,2021,Espírito Santo,320280
ITARANA,Central Espírito-santense,5.84,5.19,2021,Espírito Santo,320290
IUNA,Sul Espírito-santense,1.58,5.08,2021,Espírito Santo,320300
JAGUARE,Litoral Norte Espírito-santense,1.81,4.87,2021,Espírito Santo,320305
JERONIMO MONTEIRO,Sul Espírito-santense,2.67,6.95,2021,Espírito Santo,320310
JOAO NEIVA,Litoral Norte Espírito-santense,1.01,6.06,2021,Espírito Santo,320313
LARANJA DA TERRA,Central Espírito-santense,3.83,6.22,2021,Espírito Santo,320316
LINHARES,Litoral Norte Espírito-santense,4.47,8.77,2021,Espírito Santo,320320
MANTENOPOLIS,Noroeste Espírito-santense,1.21,2.82,2021,Espírito Santo,320330
MARATAIZES,Sul Espírito-santense,1.83,9.76,2021,Espírito Santo,320332
MARECHAL FLORIANO,Central Espírito-santense,0.99,3.81,2021,Espírito Santo,320334
MARILANDIA,Noroeste Espírito-santense,0.21,2.14,2021,Espírito Santo,320335
MIMOSO DO SUL,Sul Espírito-santense,5.7,22.59,2021,Espírito Santo,320340
MONTANHA,Litoral Norte Espírito-santense,2.79,5.36,2021,Espírito Santo,320350
MUCURICI,Litoral Norte Espírito-santense,4.15,3.4,2021,Espírito Santo,320360
MUNIZ FREIRE,Sul Espírito-santense,1.78,5.69,2021,Espírito Santo,320370
MUQUI,Sul Espírito-santense,2.09,9.21,2021,Espírito Santo,320380
NOVA VENECIA,Noroeste Espírito-santense,4.25,6.74,2021,Espírito Santo,320390
PANCAS,Noroeste Espírito-santense,5.04,7.26,2021,Espírito Santo,320400
PEDRO CANARIO,Litoral Norte Espírito-santense,4.52,10.3,2021,Espírito Santo,320405
PINHEIROS,Litoral Norte Espírito-santense,1.54,1.54,2021,Espírito Santo,320410
PIUMA,Central Espírito-santense,6.09,13.48,2021,Espírito Santo,320420
PONTO BELO,Litoral Norte Espírito-santense,1.69,2.11,2021,Espírito Santo,320425
PRESIDENTE KENNEDY,Sul Espírito-santense,1.78,9.56,2021,Espírito Santo,320430
RIO BANANAL,Litoral Norte Espírito-santense,1.95,6.87,2021,Espírito Santo,320435
RIO NOVO DO SUL,Central Espírito-santense,3.91,7.42,2021,Espírito Santo,320440
SANTA LEOPOLDINA,Central Espírito-santense,4.35,8.7,2021,Espírito Santo,320450
SANTA MARIA DE JETIBA,Central Espírito-santense,0.96,3.46,2021,Espírito Santo,320455
SANTA TERESA,Central Espírito-santense,0.63,7.72,2021,Espírito Santo,320460
SAO DOMINGOS DO NORTE,Noroeste Espírito-santense,2.15,5.38,2021,Espírito Santo,320465
SAO GABRIEL DA PALHA,Noroeste Espírito-santense,7.83,15.06,2021,Espírito Santo,320470
SAO JOSE DO CALCADO,Sul Espírito-santense,4.52,20.6,2021,Espírito Santo,320480
SAO MATEUS,Litoral Norte Espírito-santense,3.64,8.6,2021,Espírito Santo,320490
SAO ROQUE DO CANAA,Central Espírito-santense,1.81,4.83,2021,Espírito Santo,320495
SERRA,Central Espírito-santense,1.15,4.04,2021,Espírito Santo,320500
SOORETAMA,Litoral Norte Espírito-santense,2.87,3.9,2021,Espírito Santo,320501
VARGEM ALTA,Sul Espírito-santense,2.61,8.08,2021,Espírito Santo,320503
VENDA NOVA DO IMIGRANTE,Central Espírito-santense,4.64,3.83,2021,Espírito Santo,320506
VIANA,Central Espírito-santense,4.02,10.79,2021,Espírito Santo,320510
VILA PAVAO,Noroeste Espírito-santense,3.26,4.9,2021,Espírito Santo,320515
VILA VALERIO,Noroeste Espírito-santense,2.14,6.73,2021,Espírito Santo,320517
VILA VELHA,Central Espírito-santense,1.46,4.78,2021,Espírito Santo,320520
VITORIA,Central Espírito-santense,2.51,4.89,2021,Espírito Santo,320530
ABADIA DOS DOURADOS,Triângulo Mineiro/Alto Paranaíba,1.87,3.0,2021,Minas Gerais,310010
ABAETE,Central Mineira,1.71,4.86,2021,Minas Gerais,310020
ABRE CAMPO,Zona da Mata,4.59,8.49,2021,Minas Gerais,310030
ACAIACA,Zona da Mata,3.45,6.9,2021,Minas Gerais,310040
ACUCENA,Vale do Rio Doce,3.67,5.87,2021,Minas Gerais,310050
AGUA BOA,Vale do Rio Doce,6.02,7.96,2021,Minas Gerais,310060
AGUA COMPRIDA,Triângulo Mineiro/Alto Paranaíba,0.0,3.48,2021,Minas Gerais,310070
AGUANIL,Oeste de Minas,2.38,4.76,2021,Minas Gerais,310080
AGUAS FORMOSAS,Vale do Mucuri,7.15,21.88,2021,Minas Gerais,310090
AGUAS VERMELHAS,Norte de Minas,1.15,5.0,2021,Minas Gerais,310100
AIMORES,Vale do Rio Doce,4.09,13.7,2021,Minas Gerais,310110
AIURUOCA,Sul/Sudoeste de Minas,6.52,8.7,2021,Minas Gerais,310120
ALAGOA,Sul/Sudoeste de Minas,1.05,4.21,2021,Minas Gerais,310130
ALBERTINA,Sul/Sudoeste de Minas,0.0,0.0,2021,Minas Gerais,310140
ALEM PARAIBA,Zona da Mata,3.99,7.23,2021,Minas Gerais,310150
ALFENAS,Sul/Sudoeste de Minas,3.38,5.0,2021,Minas Gerais,310160
ALFREDO VASCONCELOS,Campo das Vertentes,3.23,8.6,2021,Minas Gerais,310163
ALMENARA,Jequitinhonha,2.99,7.01,2021,Minas Gerais,310170
ALPERCATA,Vale do Rio Doce,4.37,19.9,2021,Minas Gerais,310180
ALPINOPOLIS,Sul/Sudoeste de Minas,2.6,8.66,2021,Minas Gerais,310190
ALTEROSA,Sul/Sudoeste de Minas,1.53,4.41,2021,Minas Gerais,310200
ALTO CAPARAO,Zona da Mata,5.2,24.28,2021,Minas Gerais,310205
ALTO JEQUITIBA,Zona da Mata,7.29,5.56,2021,Minas Gerais,315350
ALTO RIO DOCE,Zona da Mata,5.49,8.13,2021,Minas Gerais,310210
ALVARENGA,Vale do Rio Doce,1.66,4.15,2021,Minas Gerais,310220
ALVINOPOLIS,Metropolitana de Belo Horizonte,6.67,22.53,2021,Minas Gerais,310230
ALVORADA DE MINAS,Metropolitana de Belo Horizonte,3.1,5.52,2021,Minas Gerais,310240
AMPARO DO SERRA,Zona da Mata,1.25,8.13,2021,Minas Gerais,310250
ANDRADAS,Sul/Sudoeste de Minas,2.4,5.2,2021,Minas Gerais,310260
ANDRELANDIA,Sul/Sudoeste de Minas,3.82,8.05,2021,Minas Gerais,310280
ANGELANDIA,Jequitinhonha,7.73,6.08,2021,Minas Gerais,310285
ANTONIO CARLOS,Campo das Vertentes,2.79,7.61,2021,Minas Gerais,310290
ANTONIO DIAS,Vale do Rio Doce,7.39,8.98,2021,Minas Gerais,310300
ANTONIO PRADO DE MINAS,Zona da Mata,0.0,1.85,2021,Minas Gerais,310310
ARACAI,Metropolitana de Belo Horizonte,2.67,14.67,2021,Minas Gerais,310320
ARACITABA,Zona da Mata,4.76,14.29,2021,Minas Gerais,310330
ARACUAI,Jequitinhonha,6.04,7.07,2021,Minas Gerais,310340
ARAGUARI,Triângulo Mineiro/Alto Paranaíba,3.18,5.72,2021,Minas Gerais,310350
ARANTINA,Sul/Sudoeste de Minas,5.19,4.44,2021,Minas Gerais,310360
ARAPONGA,Zona da Mata,1.86,2.47,2021,Minas Gerais,310370
ARAPORA,Triângulo Mineiro/Alto Paranaíba,4.2,10.08,2021,Minas Gerais,310375
ARAPUA,Triângulo Mineiro/Alto Paranaíba,3.51,7.02,2021,Minas Gerais,310380
ARAUJOS,Central Mineira,2.5,2.5,2021,Minas Gerais,310390
ARAXA,Triângulo Mineiro/Alto Paranaíba,2.86,6.67,2021,Minas Gerais,310400
ARCEBURGO,Sul/Sudoeste de Minas,0.0,7.04,2021,Minas Gerais,310410
ARCOS,Oeste de Minas,3.55,6.34,2021,Minas Gerais,310420
AREADO,Sul/Sudoeste de Minas,0.52,7.01,2021,Minas Gerais,310430
ARGIRITA,Zona da Mata,0.79,12.6,2021,Minas Gerais,310440
ARICANDUVA,Jequitinhonha,4.64,13.08,2021,Minas Gerais,310445
ARINOS,Noroeste de Minas,5.57,6.67,2021,Minas Gerais,310450
ASTOLFO DUTRA,Zona da Mata,1.1,6.36,2021,Minas Gerais,310460
ATALEIA,Vale do Mucuri,0.58,7.59,2021,Minas Gerais,310470
AUGUSTO DE LIMA,Central Mineira,2.56,5.13,2021,Minas Gerais,310480
BAEPENDI,Sul/Sudoeste de Minas,0.93,3.74,2021,Minas Gerais,310490
BALDIM,Metropolitana de Belo Horizonte,1.37,8.68,2021,Minas Gerais,310500
BAMBUI,Oeste de Minas,1.23,4.94,2021,Minas Gerais,310510
BANDEIRA,Jequitinhonha,2.13,2.66,2021,Minas Gerais,310520
BANDEIRA DO SUL,Sul/Sudoeste de Minas,2.44,9.76,2021,Minas Gerais,310530
BARAO DE COCAIS,Metropolitana de Belo Horizonte,2.28,7.41,2021,Minas Gerais,310540
BARAO DE MONTE ALTO,Zona da Mata,2.01,6.83,2021,Minas Gerais,310550
BARBACENA,Campo das Vertentes,6.35,9.21,2021,Minas Gerais,310560
BARRA LONGA,Zona da Mata,4.19,10.18,2021,Minas Gerais,310570
BARROSO,Campo das Vertentes,8.19,10.68,2021,Minas Gerais,310590
BELA VISTA DE MINAS,Metropolitana de Belo Horizonte,1.18,9.12,2021,Minas Gerais,310600
BELMIRO BRAGA,Zona da Mata,0.0,7.41,2021,Minas Gerais,310610
BELO HORIZONTE,Metropolitana de Belo Horizonte,2.66,6.48,2021,Minas Gerais,310620
BELO ORIENTE,Vale do Rio Doce,3.36,9.59,2021,Minas Gerais,310630
BELO VALE,Metropolitana de Belo Horizonte,6.62,9.56,2021,Minas Gerais,310640
BERILO,Jequitinhonha,2.69,14.63,2021,Minas Gerais,310650
BERIZAL,Norte de Minas,1.48,5.9,2021,Minas Gerais,310665
BERTOPOLIS,Vale do Mucuri,2.4,9.62,2021,Minas Gerais,310660
BETIM,Metropolitana de Belo Horizonte,5.8,8.92,2021,Minas Gerais,310670
BIAS FORTES,Zona da Mata,0.9,4.5,2021,Minas Gerais,310680
BICAS,Zona da Mata,12.93,9.05,2021,Minas Gerais,310690
BIQUINHAS,Central Mineira,2.29,5.34,2021,Minas Gerais,310700
BOA ESPERANCA,Sul/Sudoeste de Minas,1.98,6.08,2021,Minas Gerais,310710
BOCAINA DE MINAS,Sul/Sudoeste de Minas,3.23,7.53,2021,Minas Gerais,310720
BOCAIUVA,Norte de Minas,3.5,13.74,2021,Minas Gerais,310730
BOM DESPACHO,Central Mineira,3.53,6.32,2021,Minas Gerais,310740
BOM JARDIM DE MINAS,Sul/Sudoeste de Minas,3.68,7.35,2021,Minas Gerais,310750
BOM JESUS DA PENHA,Sul/Sudoeste de Minas,2.73,3.52,2021,Minas Gerais,310760
BOM JESUS DO AMPARO,Metropolitana de Belo Horizonte,6.4,9.85,2021,Minas Gerais,310770
BOM JESUS DO GALHO,Vale do Rio Doce,4.36,9.66,2021,Minas Gerais,310780
BOM REPOUSO,Sul/Sudoeste de Minas,2.04,11.2,2021,Minas Gerais,310790
BOM SUCESSO,Oeste de Minas,4.11,10.27,2021,Minas Gerais,310800
BONFIM,Metropolitana de Belo Horizonte,5.21,10.94,2021,Minas Gerais,310810
BONFINOPOLIS DE MINAS,Noroeste de Minas,4.8,7.2,2021,Minas Gerais,310820
BONITO DE MINAS,Norte de Minas,4.13,8.12,2021,Minas Gerais,310825
BORDA DA MATA,Sul/Sudoeste de Minas,4.22,9.7,2021,Minas Gerais,310830
BOTELHOS,Sul/Sudoeste de Minas,0.75,3.75,2021,Minas Gerais,310840
BOTUMIRIM,Norte de Minas,2.08,8.68,2021,Minas Gerais,310850
BRAS PIRES,Zona da Mata,1.59,5.56,2021,Minas Gerais,310870
BRASILANDIA DE MINAS,Noroeste de Minas,4.9,8.09,2021,Minas Gerais,310855
BRASILIA DE MINAS,Norte de Minas,4.17,6.81,2021,Minas Gerais,310860
BRAUNAS,Vale do Rio Doce,1.96,14.38,2021,Minas Gerais,310880
BRAZOPOLIS,Sul/Sudoeste de Minas,2.11,4.75,2021,Minas Gerais,310890
BRUMADINHO,Metropolitana de Belo Horizonte,2.66,7.18,2021,Minas Gerais,310900
BUENO BRANDAO,Sul/Sudoeste de Minas,0.99,13.86,2021,Minas Gerais,310910
BUENOPOLIS,Central Mineira,3.98,12.54,2021,Minas Gerais,310920
BUGRE,Vale do Rio Doce,2.02,8.1,2021,Minas Gerais,310925
BURITIS,Noroeste de Minas,3.97,5.9,2021,Minas Gerais,310930
BURITIZEIRO,Norte de Minas,4.35,6.1,2021,Minas Gerais,310940
CABECEIRA GRANDE,Noroeste de Minas,0.58,9.83,2021,Minas Gerais,310945
CABO VERDE,Sul/Sudoeste de Minas,1.75,4.96,2021,Minas Gerais,310950
CACHOEIRA DA PRATA,Metropolitana de Belo Horizonte,1.85,7.41,2021,Minas Gerais,310960
CACHOEIRA DE MINAS,Sul/Sudoeste de Minas,2.76,4.33,2021,Minas Gerais,310970
CACHOEIRA DE PAJEU,Jequitinhonha,2.99,5.42,2021,Minas Gerais,310270
CACHOEIRA DOURADA,Triângulo Mineiro/Alto Paranaíba,0.0,0.0,2021,Minas Gerais,310980
CAETANOPOLIS,Metropolitana de Belo Horizonte,4.48,7.96,2021,Minas Gerais,310990
CAETE,Metropolitana de Belo Horizonte,4.16,3.33,2021,Minas Gerais,311000
CAIANA,Zona da Mata,10.78,12.75,2021,Minas Gerais,311010
CAJURI,Zona da Mata,3.17,9.52,2021,Minas Gerais,311020
CALDAS,Sul/Sudoeste de Minas,0.93,5.34,2021,Minas Gerais,311030
CAMACHO,Oeste de Minas,0.74,8.82,2021,Minas Gerais,311040
CAMANDUCAIA,Sul/Sudoeste de Minas,3.25,5.03,2021,Minas Gerais,311050
CAMBUI,Sul/Sudoeste de Minas,2.99,4.48,2021,Minas Gerais,311060
CAMBUQUIRA,Sul/Sudoeste de Minas,0.96,30.62,2021,Minas Gerais,311070
CAMPANARIO,Vale do Rio Doce,3.16,6.32,2021,Minas Gerais,311080
CAMPANHA,Sul/Sudoeste de Minas,1.99,9.68,2021,Minas Gerais,311090
CAMPESTRE,Sul/Sudoeste de Minas,1.49,5.6,2021,Minas Gerais,311100
CAMPINA VERDE,Triângulo Mineiro/Alto Paranaíba,1.85,5.56,2021,Minas Gerais,311110
CAMPO AZUL,Norte de Minas,1.79,2.69,2021,Minas Gerais,311115
CAMPO BELO,Oeste de Minas,2.34,5.6,2021,Minas Gerais,311120
CAMPO DO MEIO,Sul/Sudoeste de Minas,3.97,5.33,2021,Minas Gerais,311130
CAMPO FLORIDO,Triângulo Mineiro/Alto Paranaíba,7.43,10.29,2021,Minas Gerais,311140
CAMPOS ALTOS,Triângulo Mineiro/Alto Paranaíba,3.19,5.32,2021,Minas Gerais,311150
CAMPOS GERAIS,Sul/Sudoeste de Minas,2.52,11.69,2021,Minas Gerais,311160
CANA VERDE,Oeste de Minas,1.59,12.7,2021,Minas Gerais,311190
CANAA,Zona da Mata,1.32,2.96,2021,Minas Gerais,311170
CANAPOLIS,Triângulo Mineiro/Alto Paranaíba,1.85,4.06,2021,Minas Gerais,311180
CANDEIAS,Oeste de Minas,1.45,8.06,2021,Minas Gerais,311200
CANTAGALO,Vale do Rio Doce,5.5,14.0,2021,Minas Gerais,311205
CAPARAO,Zona da Mata,5.34,5.85,2021,Minas Gerais,311210
CAPELA NOVA,Campo das Vertentes,3.08,4.62,2021,Minas Gerais,311220
CAPELINHA,Jequitinhonha,2.22,4.24,2021,Minas Gerais,311230
CAPETINGA,Sul/Sudoeste de Minas,4.08,0.0,2021,Minas Gerais,311240
CAPIM BRANCO,Metropolitana de Belo Horizonte,1.98,4.35,2021,Minas Gerais,311250
CAPINOPOLIS,Triângulo Mineiro/Alto Paranaíba,3.91,11.73,2021,Minas Gerais,311260
CAPITAO ANDRADE,Vale do Rio Doce,1.84,9.2,2021,Minas Gerais,311265
CAPITAO ENEAS,Norte de Minas,3.23,5.48,2021,Minas Gerais,311270
CAPITOLIO,Sul/Sudoeste de Minas,1.36,5.15,2021,Minas Gerais,311280
CAPUTIRA,Zona da Mata,4.33,12.37,2021,Minas Gerais,311290
CARAI,Jequitinhonha,1.96,4.97,2021,Minas Gerais,311300
CARANAIBA,Campo das Vertentes,4.24,6.78,2021,Minas Gerais,311310
CARANDAI,Campo das Vertentes,1.79,6.48,2021,Minas Gerais,311320
CARANGOLA,Zona da Mata,4.77,6.44,2021,Minas Gerais,311330
CARATINGA,Vale do Rio Doce,3.04,8.8,2021,Minas Gerais,311340
CARBONITA,Jequitinhonha,1.53,5.17,2021,Minas Gerais,311350
CAREACU,Sul/Sudoeste de Minas,1.29,4.84,2021,Minas Gerais,311360
CARLOS CHAGAS,Vale do Mucuri,13.04,8.31,2021,Minas Gerais,311370
CARMESIA,Vale do Rio Doce,6.25,8.33,2021,Minas Gerais,311380
CARMO DA CACHOEIRA,Sul/Sudoeste de Minas,1.06,4.23,2021,Minas Gerais,311390
CARMO DA MATA,Oeste de Minas,0.99,6.29,2021,Minas Gerais,311400
CARMO DE MINAS,Sul/Sudoeste de Minas,1.74,5.55,2021,Minas Gerais,311410
CARMO DO CAJURU,Oeste de Minas,2.4,5.51,2021,Minas Gerais,311420
CARMO DO PARANAIBA,Triângulo Mineiro/Alto Paranaíba,3.74,8.39,2021,Minas Gerais,311430
CARMO DO RIO CLARO,Sul/Sudoeste de Minas,4.52,6.78,2021,Minas Gerais,311440
CARMOPOLIS DE MINAS,Oeste de Minas,1.47,5.31,2021,Minas Gerais,311450
CARNEIRINHO,Triângulo Mineiro/Alto Paranaíba,2.24,7.35,2021,Minas Gerais,311455
CARRANCAS,Campo das Vertentes,5.36,6.9,2021,Minas Gerais,311460
CARVALHOPOLIS,Sul/Sudoeste de Minas,4.88,24.39,2021,Minas Gerais,311470
CARVALHOS,Sul/Sudoeste de Minas,2.49,6.64,2021,Minas Gerais,311480
CASA GRANDE,Metropolitana de Belo Horizonte,2.78,8.33,2021,Minas Gerais,311490
CASCALHO RICO,Triângulo Mineiro/Alto Paranaíba,2.86,17.14,2021,Minas Gerais,311500
CASSIA,Sul/Sudoeste de Minas,1.76,4.69,2021,Minas Gerais,311510
CATAGUASES,Zona da Mata,2.61,13.14,2021,Minas Gerais,311530
CATAS ALTAS,Metropolitana de Belo Horizonte,0.0,5.29,2021,Minas Gerais,311535
CATAS ALTAS DA NORUEGA,Metropolitana de Belo Horizonte,0.0,3.49,2021,Minas Gerais,311540
CATUJI,Vale do Mucuri,3.68,9.47,2021,Minas Gerais,311545
CATUTI,Norte de Minas,12.5,8.93,2021,Minas Gerais,311547
CAXAMBU,Sul/Sudoeste de Minas,3.49,6.98,2021,Minas Gerais,311550
CEDRO DO ABAETE,Central Mineira,2.63,7.89,2021,Minas Gerais,311560
CENTRAL DE MINAS,Vale do Rio Doce,2.67,9.16,2021,Minas Gerais,311570
CENTRALINA,Triângulo Mineiro/Alto Paranaíba,3.23,5.81,2021,Minas Gerais,311580
CHACARA,Zona da Mata,2.67,14.67,2021,Minas Gerais,311590
CHALE,Zona da Mata,2.76,7.04,2021,Minas Gerais,311600
CHAPADA DO NORTE,Jequitinhonha,2.76,5.22,2021,Minas Gerais,311610
CHAPADA GAUCHA,Norte de Minas,3.49,8.73,2021,Minas Gerais,311615
CHIADOR,Zona da Mata,6.12,18.37,2021,Minas Gerais,311620
CIPOTANEA,Zona da Mata,2.96,5.42,2021,Minas Gerais,311630
CLARAVAL,Sul/Sudoeste de Minas,1.91,6.7,2021,Minas Gerais,311640
